Gene_ID	source_id	Product_Description	Genomic_Length
LAMA_000698600	LAMA_000698600.1	WD domain, G-beta repeat, putative	2184
LAMA_000698700	LAMA_000698700.1	hypothetical protein, conserved	1314
LAMA_000698800	LAMA_000698800.1	hypothetical protein, conserved	1110
LAMA_000698900	LAMA_000698900.1	alpha/beta hydrolase fold/Serine aminopeptidase, S33, putative	1221
LAMA_000699000	LAMA_000699000.1	MutS domain III/MutS family domain IV/MutS domain V, putative	2820
LAMA_000699100	LAMA_000699100.1	hypothetical protein, conserved	300
LAMA_000699200	LAMA_000699200.1	hypothetical protein, conserved	3138
LAMA_000699300	LAMA_000699300.1	hypothetical protein, conserved	663
LAMA_000699400	LAMA_000699400.1	hypothetical protein, conserved	651
LAMA_000699500	LAMA_000699500.1	hypothetical protein, conserved	867
LAMA_000699600	LAMA_000699600.1	DNA photolyase/FAD binding domain of DNA photolyase, putative	1626
LAMA_000699700	LAMA_000699700.1	hypothetical protein, conserved	1992
LAMA_000699800	LAMA_000699800.1	hypothetical protein, conserved	3228
LAMA_000699900	LAMA_000699900.1	hypothetical protein, conserved	915
LAMA_000700000	LAMA_000700000.1	SET domain containing protein, putative	2670
LAMA_000700100	LAMA_000700100.1	Alcohol dehydrogenase GroES-like domain/Zinc-binding dehydrogenase, putative	1050
LAMA_000700200	LAMA_000700200.1	hypothetical protein, conserved	4950
LAMA_000700300	LAMA_000700300.1	hypothetical protein, conserved	606
LAMA_000700400	LAMA_000700400.1	Scaffold protein Nfu/NifU N terminal/NifU-like domain containing protein, putative	1281
LAMA_000700500	LAMA_000700500.1	hypothetical protein, conserved	6354
LAMA_000700600	LAMA_000700600.1	tRNA-splicing ligase RtcB, putative	1056
LAMA_000700700	LAMA_000700700.1	hypothetical protein, conserved	435
LAMA_000700800	LAMA_000700800.1	hypothetical protein, conserved	1740
LAMA_000700900	LAMA_000700900.1	NF-kappa-B-activating protein C-terminal domain containing protein, putative	1143
LAMA_000701000	LAMA_000701000.1	hypothetical protein, conserved	2031
LAMA_000701100	LAMA_000701100.1	BRE1 E3 ubiquitin ligase, putative	2628
LAMA_000701200	LAMA_000701200.1	IGR protein motif containing protein, putative	573
LAMA_000701300	LAMA_000701300.1	hypothetical protein, conserved	1284
LAMA_000701400	LAMA_000701400.1	hypothetical protein, conserved	378
LAMA_000701500	LAMA_000701500.1	Intra-flagellar transport protein 57, putative	909
LAMA_000701600	LAMA_000701600.1	hypothetical protein, conserved	1473
LAMA_000701700	LAMA_000701700.1	hypothetical protein, conserved	840
LAMA_000701800	LAMA_000701800.1	hypothetical protein, conserved	4212
LAMA_000701900	LAMA_000701900.1	hypothetical protein, conserved	459
LAMA_000702000	LAMA_000702000.1	hypothetical protein, conserved	2571
LAMA_000702100:pseudogene	LAMA_000702100.1	Ergosterol biosynthesis ERG4/ERG24 family, putative	1342
LAMA_000702200	LAMA_000702200.1	hypothetical protein, conserved	465
LAMA_000702300	LAMA_000702300.1	hypothetical protein, conserved	1170
LAMA_000702400	LAMA_000702400.1	POT family/Major Facilitator Superfamily, putative	1890
LAMA_000702500	LAMA_000702500.1	Ribosomal protein L6e, putative	660
LAMA_000702600	LAMA_000702600.1	WD domain, G-beta repeat, putative	1527
LAMA_000702700	LAMA_000702700.1	hypothetical protein, conserved	1116
LAMA_000702800	LAMA_000702800.1	hypothetical protein, conserved	2313
LAMA_000702900	LAMA_000702900.1	hypothetical protein, conserved	1122
LAMA_000703000	LAMA_000703000.1	hypothetical protein, conserved	1263
LAMA_000703100	LAMA_000703100.1	hypothetical protein	672
LAMA_000703200	LAMA_000703200.1	NLI interacting factor-like phosphatase, putative	5073
LAMA_000703300	LAMA_000703300.1	Cyclin/Cyclin, N-terminal domain containing protein, putative	2030
LAMA_000703400	LAMA_000703400.1	hypothetical protein	423
LAMA_000703500	LAMA_000703500.1	hypothetical protein, conserved	5313
LAMA_000703600	LAMA_000703600.1	NADH:flavin oxidoreductase / NADH oxidase family/Pyridine nucleotide-disulphide oxidoreductase/Glucose inhibited division protein A/HI0933-like protein/FAD dependent oxidoreductase/FAD binding domain/NADP-binding Rossmann-like domain containing protein, putative	2193
LAMA_000703700	LAMA_000703700.1	hypothetical protein, conserved	2130
LAMA_000703800	LAMA_000703800.1	hypothetical protein, conserved	2448
LAMA_000703900	LAMA_000703900.1	Sulfotransferase domain containing protein, putative	1251
LAMA_000704000	LAMA_000704000.1	hypothetical protein, conserved	1479
LAMA_000704100	LAMA_000704100.1	hypothetical protein, conserved	1026
LAMA_000704200	LAMA_000704200.1	hypothetical protein, conserved	345
LAMA_000704300	LAMA_000704300.1	DnaJ domain containing protein, putative	1749
LAMA_000704400	LAMA_000704400.1	hypothetical protein, conserved	354
LAMA_000704500:pseudogene	LAMA_000704500.1	hypothetical protein	610
LAMA_000704600	LAMA_000704600.1	hypothetical protein, conserved	2649
LAMA_000704700	LAMA_000704700.1	hypothetical protein, conserved	1650
LAMA_000704800	LAMA_000704800.1	hypothetical protein, conserved	3534
LAMA_000704900	LAMA_000704900.1	hypothetical protein, conserved	4698
LAMA_000705000	LAMA_000705000.1	Nicotinate phosphoribosyltransferase NAPRTase N-terminal domain/Nicotinate phosphoribosyltransferase NAPRTase family, putative	1278
LAMA_000705100	LAMA_000705100.1	hypothetical protein, conserved	1797
LAMA_000705200	LAMA_000705200.1	hypothetical protein, conserved	582
LAMA_000705300	LAMA_000705300.1	Rhodanese-like domain containing protein, putative	432
LAMA_000705400	LAMA_000705400.1	Diacylglycerol acyltransferase, putative	3066
LAMA_000705500	LAMA_000705500.1	Cation transporter/ATPase, N-terminus/E1-E2 ATPase/Cation transport ATPase P-type/haloacid dehalogenase-like hydrolase/Cation transporting ATPase, C-terminus, putative	3597
LAMA_000705600	LAMA_000705600.1	hypothetical protein, conserved	2474
LAMA_000705700	LAMA_000705700.1	PSP1 C-terminal conserved region containing protein, putative	435
LAMA_000705800	LAMA_000705800.1	Protein prenyltransferase alpha subunit repeat, putative	1473
LAMA_000705900	LAMA_000705900.1	hypothetical protein, conserved	534
LAMA_000706000	LAMA_000706000.1	hypothetical protein, conserved	1353
LAMA_000706100	LAMA_000706100.1	hypothetical protein, conserved	1287
LAMA_000706200	LAMA_000706200.1	Voltage gated chloride channel/CBS domain containing protein, putative	2883
LAMA_000706300	LAMA_000706300.1	hypothetical protein, conserved	732
LAMA_000706400	LAMA_000706400.1	YEATS family, putative	1338
LAMA_000706500	LAMA_000706500.1	Guanylate kinase/50S ribosome-binding GTPase, putative	612
LAMA_000706600	LAMA_000706600.1	CW-type Zinc Finger, putative	2892
LAMA_000706700	LAMA_000706700.1	hypothetical protein, conserved	2283
LAMA_000706800	LAMA_000706800.1	hypothetical protein, conserved	969
LAMA_000706900	LAMA_000706900.1	hypothetical protein, conserved	2052
LAMA_000707000	LAMA_000707000.1	hypothetical protein, conserved	1296
LAMA_000707100	LAMA_000707100.1	Pumilio-family RNA binding repeat, putative	2553
LAMA_000707200	LAMA_000707200.1	hypothetical protein, conserved	444
LAMA_000707300	LAMA_000707300.1	hypothetical protein, conserved	4176
LAMA_000707400	LAMA_000707400.1	Axonemal dynein light chain, putative	744
LAMA_000707500	LAMA_000707500.1	hypothetical protein, conserved	2607
LAMA_000707600	LAMA_000707600.1	AAA domain dynein-related subfamily/ATPase family associated with various cellular activities AAA, putative	1971
LAMA_000707700	LAMA_000707700.1	hypothetical protein, conserved	1041
LAMA_000707800	LAMA_000707800.1	hypothetical protein, conserved	2403
LAMA_000707900	LAMA_000707900.1	WD domain, G-beta repeat, putative	1842
LAMA_000708000	LAMA_000708000.1	WD domain, G-beta repeat, putative	2559
LAMA_000708100	LAMA_000708100.1	hypothetical protein, conserved	1191
LAMA_000708200	LAMA_000708200.1	hypothetical protein, conserved	996
LAMA_000708300	LAMA_000708300.1	hypothetical protein, conserved	2826
LAMA_000708400	LAMA_000708400.1	hypothetical protein, conserved	993
LAMA_000708500	LAMA_000708500.1	Thioredoxin, putative	504
LAMA_000708600	LAMA_000708600.1	Major Facilitator Superfamily/LacY proton/sugar symporter/Nucleoside H+ symporter/MFS_1 like family, putative	1776
LAMA_000708700	LAMA_000708700.1	hypothetical protein	387
LAMA_000708800	LAMA_000708800.1	ABC1 family, putative	1890
LAMA_000708900	LAMA_000708900.1	Cwf15/Cwc15 cell cycle control protein, putative	636
LAMA_000709000	LAMA_000709000.1	hypothetical protein, conserved	2013
LAMA_000709100	LAMA_000709100.1	hypothetical protein, conserved	779
LAMA_000709200	LAMA_000709200.1	Aminotransferase class I and II/DegT/DnrJ/EryC1/StrS aminotransferase family/Aminotransferase class-V/Cys/Met metabolism PLP-dependent enzyme, putative	1245
LAMA_000709300	LAMA_000709300.1	Syntaxin/SNARE domain containing protein, putative	828
LAMA_000709400	LAMA_000709400.1	UPF0113 Pre-PUA domain/UPF0113 PUA domain containing protein, putative	546
LAMA_000709500	LAMA_000709500.1	Complex 1 protein LYR family, putative	324
LAMA_000709600	LAMA_000709600.1	hypothetical protein	606
LAMA_000709700	LAMA_000709700.1	hypothetical protein	456
LAMA_000709800	LAMA_000709800.1	hypothetical protein, conserved	1386
LAMA_000709900	LAMA_000709900.1	hypothetical protein, conserved	1284
LAMA_000710000	LAMA_000710000.1	Protein tyrosine kinase/Protein kinase domain/Lipopolysaccharide kinase Kdo/WaaP family, putative	1227
LAMA_000710100	LAMA_000710100.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	630
LAMA_000710200	LAMA_000710200.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	984
LAMA_000710300	LAMA_000710300.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	387
LAMA_000710400	LAMA_000710400.1	hypothetical protein	369
LAMA_000710500	LAMA_000710500.1	hypothetical protein, conserved	9760
LAMA_000710600:pseudogene	LAMA_000710600.1	hypothetical protein	526
LAMA_000710700	LAMA_000710700.1	hypothetical protein, conserved	2559
LAMA_000710800	LAMA_000710800.1	hypothetical protein, conserved	1893
LAMA_000710900	LAMA_000710900.1	PRA1 family protein, putative	624
LAMA_000711000	LAMA_000711000.1	PRA1 family protein, putative	546
LAMA_000711100	LAMA_000711100.1	Glutathione S-transferase, N-terminal domain/Glutathione S-transferase, C-terminal domain containing protein, putative	663
LAMA_000711200	LAMA_000711200.1	hypothetical protein, conserved	987
LAMA_000711300	LAMA_000711300.1	hypothetical protein, conserved	2013
LAMA_000711400	LAMA_000711400.1	Ribulose-phosphate 3 epimerase family, putative	768
LAMA_000711500	LAMA_000711500.1	hypothetical protein, conserved	1542
LAMA_000711600	LAMA_000711600.1	hypothetical protein, conserved	981
LAMA_000711700	LAMA_000711700.1	KR domain/short chain dehydrogenase/Enoyl-Acyl carrier protein reductase, putative	981
LAMA_000711800	LAMA_000711800.1	hypothetical protein, conserved	2664
LAMA_000711900	LAMA_000711900.1	Peptidase family M20/M25/M40/Peptidase dimerisation domain containing protein, putative	1419
LAMA_000712000:pseudogene	LAMA_000712000.1	Cys/Met metabolism PLP-dependent enzyme, putative	1122
LAMA_000712100	LAMA_000712100.1	hypothetical protein, conserved	2718
LAMA_000712200:pseudogene	LAMA_000712200.1	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD, putative	765
LAMA_000712300	LAMA_000712300.1	hypothetical protein, conserved	372
LAMA_000712400	LAMA_000712400.1	hypothetical protein, conserved	798
LAMA_000712500	LAMA_000712500.1	hypothetical protein, conserved	615
LAMA_000712600	LAMA_000712600.1	Glycosyltransferase Family 4/Glycosyl transferase 4-like domain/PIGA GPI anchor biosynthesis/Glycosyl transferases group 1, putative	1365
LAMA_000712700	LAMA_000712700.1	tRNA methyl transferase/Thiamine biosynthesis protein ThiI/Aminotransferase class-V, putative	2388
LAMA_000712800	LAMA_000712800.1	hypothetical protein	363
LAMA_000712900	LAMA_000712900.1	DNA polymerase family B, exonuclease domain/DNA polymerase family B/C4-type zinc-finger of DNA polymerase delta, putative	3099
LAMA_000713000	LAMA_000713000.1	Type III restriction enzyme, res subunit/SNF2 family N-terminal domain/Helicase conserved C-terminal domain/HAND/SLIDE, putative	3297
LAMA_000713100	LAMA_000713100.1	Protein tyrosine kinase/Protein kinase domain/RIO1 family/Kinase-like/EF-hand domain pair, putative	1923
LAMA_000713200	LAMA_000713200.1	Anaphase-promoting complex subunit 5/Tetratricopeptide repeat, putative	1227
LAMA_000713300	LAMA_000713300.1	hypothetical protein, conserved	2682
LAMA_000713400	LAMA_000713400.1	Macrophage migration inhibitory factor MIF, putative	342
LAMA_000713500	LAMA_000713500.1	Macrophage migration inhibitory factor MIF, putative	342
LAMA_000713600	LAMA_000713600.1	hypothetical protein, conserved	816
LAMA_000713700	LAMA_000713700.1	hypothetical protein, conserved	393
LAMA_000713800	LAMA_000713800.1	hypothetical protein, conserved	4884
LAMA_000713900	LAMA_000713900.1	Histone methylation protein DOT1, putative	762
LAMA_000714000	LAMA_000714000.1	Der1-like family, putative	648
LAMA_000714100	LAMA_000714100.1	hypothetical protein, conserved	1167
LAMA_000714200	LAMA_000714200.1	hypothetical protein, conserved	1293
LAMA_000714300	LAMA_000714300.1	Protein kinase domain/Protein tyrosine kinase, putative	2877
LAMA_000714400	LAMA_000714400.1	hypothetical protein	282
LAMA_000714500	LAMA_000714500.1	ADP-ribosylation factor family/50S ribosome-binding GTPase/Ras of Complex, Roc, domain of DAPkinase/Gtr1/RagA G protein conserved region/Ras family, putative	654
LAMA_000714600	LAMA_000714600.1	hypothetical protein, conserved	771
LAMA_000714700	LAMA_000714700.1	ABC transporter transmembrane region 2/ABC transporter, putative	1923
LAMA_000714800	LAMA_000714800.1	NOG1 N-terminal helical domain/Ferrous iron transport protein B/50S ribosome-binding GTPase/Nucleolar GTP-binding protein 1 NOG1/NOGCT NUC087 domain containing protein, putative	1959
LAMA_000714900	LAMA_000714900.1	hypothetical protein, conserved	819
LAMA_000715000	LAMA_000715000.1	hypothetical protein, conserved	1671
LAMA_000715100	LAMA_000715100.1	FOP N terminal dimerisation domain containing protein, putative	384
LAMA_000715200	LAMA_000715200.1	Snf7, putative	615
LAMA_000715300	LAMA_000715300.1	Histone-binding protein RBBP4 or subunit C of CAF1 complex, putative	1755
LAMA_000715400	LAMA_000715400.1	Phosphate transport Pho88, putative	570
LAMA_000715500	LAMA_000715500.1	hypothetical protein	525
LAMA_000715600	LAMA_000715600.1	N-terminal domain of ribose phosphate pyrophosphokinase/Phosphoribosyl transferase domain/Phosphoribosyl synthetase-associated domain containing protein, putative	1071
LAMA_000715700	LAMA_000715700.1	hypothetical protein, conserved	3030
LAMA_000715800	LAMA_000715800.1	Pentacotripeptide-repeat region of PRORP/Protein-only RNase P, putative	2085
LAMA_000715900	LAMA_000715900.1	Ribosomal protein L37e, putative	252
LAMA_000716000	LAMA_000716000.1	hypothetical protein, conserved	1632
LAMA_000716100	LAMA_000716100.1	hypothetical protein, conserved	1488
LAMA_000716200	LAMA_000716200.1	Protein kinase domain/Protein tyrosine kinase/Kinase-like/PH domain containing protein, putative	1347
LAMA_000716300	LAMA_000716300.1	hypothetical protein, conserved	1734
LAMA_000716400	LAMA_000716400.1	Presenilin enhancer-2 subunit of gamma secretase, putative	348
LAMA_000716500	LAMA_000716500.1	MIT microtubule interacting and transport domain/Calpain family cysteine protease/Calpain large subunit, domain III, putative	4140
LAMA_000716600	LAMA_000716600.1	hypothetical protein, conserved	2592
LAMA_000716700	LAMA_000716700.1	hypothetical protein, conserved	2472
LAMA_000716800	LAMA_000716800.1	hypothetical protein	555
LAMA_000716900	LAMA_000716900.1	hypothetical protein, conserved	2364
LAMA_000717000	LAMA_000717000.1	hypothetical protein, conserved	1224
LAMA_000717100	LAMA_000717100.1	hypothetical protein, conserved	351
LAMA_000717200	LAMA_000717200.1	Protein kinase domain/Protein tyrosine kinase, putative	2979
LAMA_000717300	LAMA_000717300.1	hypothetical protein, conserved	1055
LAMA_000717400	LAMA_000717400.1	Heavy-metal-associated domain/E1-E2 ATPase/haloacid dehalogenase-like hydrolase, putative	3741
LAMA_000717500	LAMA_000717500.1	Histidine phosphatase superfamily branch 1, putative	1506
LAMA_000717600	LAMA_000717600.1	Histidine phosphatase superfamily branch 1, putative	1533
LAMA_000717700	LAMA_000717700.1	HIT zinc finger containing protein, putative	660
LAMA_000717800	LAMA_000717800.1	hypothetical protein, conserved	1422
LAMA_000717900	LAMA_000717900.1	Microtubule binding/Kinesin motor domain containing protein, putative	2880
LAMA_000718000	LAMA_000718000.1	hypothetical protein, conserved	2622
LAMA_000718100	LAMA_000718100.1	Acid Phosphatase, putative	606
LAMA_000718200	LAMA_000718200.1	hypothetical protein, conserved	4410
LAMA_000718300	LAMA_000718300.1	hypothetical protein, conserved	4254
LAMA_000718400	LAMA_000718400.1	hypothetical protein, conserved	3378
LAMA_000718500	LAMA_000718500.1	hypothetical protein, conserved	1167
LAMA_000718600	LAMA_000718600.1	Protein kinase domain/Protein tyrosine kinase, putative	5934
LAMA_000718700:pseudogene	LAMA_000718700.1	hypothetical protein, conserved	681
LAMA_000718800	LAMA_000718800.1	hypothetical protein, conserved	582
LAMA_000718900	LAMA_000718900.1	Cilia- and flagella-associated protein 91, putative	2268
LAMA_000719000	LAMA_000719000.1	hypothetical protein, conserved	1008
LAMA_000719100	LAMA_000719100.1	hypothetical protein, conserved	936
LAMA_000719200	LAMA_000719200.1	hypothetical protein, conserved	1359
LAMA_000719300	LAMA_000719300.1	PPPDE putative peptidase domain/PUB domain/Glycosyl hydrolase family 85, putative	4302
LAMA_000719400	LAMA_000719400.1	hypothetical protein, conserved	915
LAMA_000719500	LAMA_000719500.1	MYND finger containing protein, putative	3081
LAMA_000719600	LAMA_000719600.1	Polysaccharide biosynthesis protein/NAD dependent epimerase/dehydratase family/3-beta hydroxysteroid dehydrogenase/isomerase family/GDP-mannose 4,6 dehydratase/Male sterility protein, putative	1176
LAMA_000719700	LAMA_000719700.1	hypothetical protein, conserved	1578
LAMA_000719800	LAMA_000719800.1	CDC45-like protein, putative	2364
LAMA_000719900	LAMA_000719900.1	hypothetical protein, conserved	3183
LAMA_000720000	LAMA_000720000.1	Coenzyme A transferase, putative	1470
LAMA_000720100	LAMA_000720100.1	hypothetical protein	733
LAMA_000720200	LAMA_000720200.1	ATP synthase regulation protein NCA2, putative	2799
LAMA_000720300	LAMA_000720300.1	hypothetical protein, conserved	1692
LAMA_000720400	LAMA_000720400.1	hypothetical protein	894
LAMA_000720500	LAMA_000720500.1	GRASP55/65 PDZ-like domain containing protein, putative	1635
LAMA_000720600	LAMA_000720600.1	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase/Hsp90 protein, putative	2315
LAMA_000720700	LAMA_000720700.1	Ferrous iron transport protein B/50S ribosome-binding GTPase, putative	1701
LAMA_000720800	LAMA_000720800.1	Putative diphthamide synthesis protein, putative	2007
LAMA_000720900	LAMA_000720900.1	MYND finger containing protein, putative	2100
LAMA_000721000	LAMA_000721000.1	hypothetical protein, conserved	1950
LAMA_000721100	LAMA_000721100.1	hypothetical protein, conserved	1509
LAMA_000721200	LAMA_000721200.1	hypothetical protein, conserved	4878
LAMA_000721300	LAMA_000721300.1	hypothetical protein, conserved	3159
LAMA_000721400	LAMA_000721400.1	hypothetical protein, conserved	1200
LAMA_000721500	LAMA_000721500.1	hypothetical protein, conserved	1764
LAMA_000721600	LAMA_000721600.1	Rad51/AAA domain containing protein, putative	2049
LAMA_000721700	LAMA_000721700.1	Isocitrate/isopropylmalate dehydrogenase, putative	1278
LAMA_000721800	LAMA_000721800.1	Microtubule binding/Kinesin motor domain containing protein, putative	6228
LAMA_000721900	LAMA_000721900.1	M17 aminopeptidase N-terminal domain 2/Cytosol aminopeptidase family, catalytic domain containing protein, putative	1584
LAMA_000722000	LAMA_000722000.1	hypothetical protein, conserved	300
LAMA_000722100	LAMA_000722100.1	hypothetical protein, conserved	1713
LAMA_000722200	LAMA_000722200.1	hypothetical protein, conserved	3168
LAMA_000722300	LAMA_000722300.1	Enoyl-CoA hydratase/isomerase/3-hydroxyacyl-CoA dehydrogenase, NAD binding domain/3-hydroxyacyl-CoA dehydrogenase, C-terminal domain containing protein, putative	2805
LAMA_000722400	LAMA_000722400.1	Peptidase M16 inactive domain containing protein, putative	1452
LAMA_000722500	LAMA_000722500.1	Signal recognition particle receptor beta subunit, putative	1479
LAMA_000722600	LAMA_000722600.1	hypothetical protein, conserved	3126
LAMA_000722700	LAMA_000722700.1	hypothetical protein, conserved	1290
LAMA_000722800	LAMA_000722800.1	ThiF family, putative	2370
LAMA_000722900	LAMA_000722900.1	hypothetical protein, conserved	3504
LAMA_000723000	LAMA_000723000.1	hypothetical protein, conserved	3700
LAMA_000723100	LAMA_000723100.1	hypothetical protein, conserved	2505
LAMA_000723200	LAMA_000723200.1	DnaJ domain containing protein, putative	798
LAMA_000723300	LAMA_000723300.1	MCM N-terminal domain/MCM OB domain/MCM P-loop domain/Magnesium chelatase, subunit ChlI/MCM AAA-lid domain containing protein, putative	2616
LAMA_000723400	LAMA_000723400.1	Complex 1 protein LYR family, putative	498
LAMA_000723500	LAMA_000723500.1	Beta-ketoacyl synthase, N-terminal domain/Beta-ketoacyl synthase, C-terminal domain containing protein, putative	1380
LAMA_000723600	LAMA_000723600.1	hypothetical protein, conserved	1509
LAMA_000723700	LAMA_000723700.1	Elongation factor Tu GTP binding domain/50S ribosome-binding GTPase/Elongation factor Tu domain 2/Translation-initiation factor 2, putative	2457
LAMA_000723800	LAMA_000723800.1	Domain of unknown function DUF4520, putative	3432
LAMA_000723900	LAMA_000723900.1	hypothetical protein, conserved	2172
LAMA_000724000	LAMA_000724000.1	Ubiquitin-conjugating enzyme, putative	726
LAMA_000724100	LAMA_000724100.1	Concanavalin A-like lectin/glucanases superfamily/Beige/BEACH domain containing protein, putative	15297
LAMA_000724200	LAMA_000724200.1	Elongation factor Tu GTP binding domain/Elongation factor Tu C-terminal domain containing protein, putative	2505
LAMA_000724300	LAMA_000724300.1	hypothetical protein, conserved	459
LAMA_000724400	LAMA_000724400.1	Transcription factor S-II TFIIS, putative	1431
LAMA_000724500	LAMA_000724500.1	PWWP domain/TFIIS helical bundle-like domain containing protein, putative	1785
LAMA_000724600	LAMA_000724600.1	CHAP domain containing protein, putative	711
LAMA_000724700	LAMA_000724700.1	hypothetical protein, conserved	2223
LAMA_000724800	LAMA_000724800.1	Tyrosine phosphatase family, putative	777
LAMA_000724900	LAMA_000724900.1	CHAP domain containing protein, putative	1158
LAMA_000725000	LAMA_000725000.1	hypothetical protein, conserved	1467
LAMA_000725100	LAMA_000725100.1	hypothetical protein, conserved	348
LAMA_000725200	LAMA_000725200.1	hypothetical protein, conserved	1245
LAMA_000725300	LAMA_000725300.1	hypothetical protein	678
LAMA_000725400	LAMA_000725400.1	hypothetical protein, conserved	8235
LAMA_000725500	LAMA_000725500.1	hypothetical protein, conserved	7150
LAMA_000725600	LAMA_000725600.1	hypothetical protein, conserved	1869
LAMA_000725700	LAMA_000725700.1	hypothetical protein, conserved	2917
LAMA_000725800	LAMA_000725800.1	hypothetical protein, conserved	5790
LAMA_000725900	LAMA_000725900.1	hypothetical protein, conserved	939
LAMA_000726000	LAMA_000726000.1	hypothetical protein, conserved	4092
LAMA_000726100	LAMA_000726100.1	hypothetical protein, conserved	1977
LAMA_000726200:pseudogene	LAMA_000726200.1	hypothetical protein, conserved	1953
LAMA_000726300	LAMA_000726300.1	hypothetical protein, conserved	4599
LAMA_000726400	LAMA_000726400.1	hypothetical protein, conserved	3624
LAMA_000726500	LAMA_000726500.1	hypothetical protein, conserved	1458
LAMA_000726600	LAMA_000726600.1	hypothetical protein, conserved	3126
LAMA_000726700	LAMA_000726700.1	hypothetical protein, conserved	2925
LAMA_000726800:pseudogene	LAMA_000726800.1	hypothetical protein, conserved	3097
LAMA_000726900:pseudogene	LAMA_000726900.1	hypothetical protein, conserved	4057
LAMA_000727000	LAMA_000727000.1	Tyrosyl-DNA phosphodiesterase, putative	2049
LAMA_000727100:pseudogene	LAMA_000727100.1	hypothetical protein, conserved	1629
LAMA_000727200:pseudogene	LAMA_000727200.1	hypothetical protein	2446
LAMA_000727300	LAMA_000727300.1	hypothetical protein, conserved	6414
LAMA_000727400	LAMA_000727400.1	Holliday-junction resolvase-like of SPT6/SH2 domain containing protein, putative	4221
LAMA_000727500	LAMA_000727500.1	hypothetical protein, conserved	1398
LAMA_000727600	LAMA_000727600.1	hypothetical protein, conserved	2844
LAMA_000727700	LAMA_000727700.1	hypothetical protein, conserved	921
LAMA_000727800	LAMA_000727800.1	hypothetical protein, conserved	3018
LAMA_000727900	LAMA_000727900.1	hypothetical protein, conserved	1470
LAMA_000728000	LAMA_000728000.1	hypothetical protein, conserved	1590
LAMA_000728100	LAMA_000728100.1	hypothetical protein, conserved	1782
LAMA_000728200	LAMA_000728200.1	LSM domain containing protein, putative	312
LAMA_000728300	LAMA_000728300.1	ZIP Zinc transporter, putative	1005
LAMA_000728400	LAMA_000728400.1	WD domain, G-beta repeat/Coatomer WD associated region containing protein, putative	2655
LAMA_000728500	LAMA_000728500.1	Zn-finger in Ran binding protein and others, putative	915
LAMA_000728600	LAMA_000728600.1	hypothetical protein, conserved	1605
LAMA_000728700	LAMA_000728700.1	Ribosomal protein L44, putative	492
LAMA_000728800	LAMA_000728800.1	hypothetical protein, conserved	429
LAMA_000728900	LAMA_000728900.1	hypothetical protein, conserved	1398
LAMA_000729000	LAMA_000729000.1	ABC transporter, putative	2850
LAMA_000729100	LAMA_000729100.1	Fatty acid desaturase, putative	1185
LAMA_000729200	LAMA_000729200.1	short chain dehydrogenase/Enoyl-Acyl carrier protein reductase, putative	921
LAMA_000729300	LAMA_000729300.1	hypothetical protein, conserved	1269
LAMA_000729400	LAMA_000729400.1	Protein kinase domain/Protein tyrosine kinase, putative	1023
LAMA_000729500	LAMA_000729500.1	DnaJ domain containing protein, putative	2040
LAMA_000729600	LAMA_000729600.1	Cleft lip and palate transmembrane protein 1 CLPTM1, putative	1761
LAMA_000729700	LAMA_000729700.1	hypothetical protein, conserved	3198
LAMA_000729800	LAMA_000729800.1	Peroxidase, putative	912
LAMA_000729900	LAMA_000729900.1	Glucose-6-phosphate dehydrogenase, NAD binding domain/Glucose-6-phosphate dehydrogenase, C-terminal domain containing protein, putative	1689
LAMA_000730000	LAMA_000730000.1	hypothetical protein, conserved	249
LAMA_000730100	LAMA_000730100.1	hypothetical protein, conserved	1788
LAMA_000730200	LAMA_000730200.1	hypothetical protein, conserved	2085
LAMA_000730300	LAMA_000730300.1	Adenylate kinase/AAA domain/Adenylate kinase, active site lid, putative	657
LAMA_000730400	LAMA_000730400.1	AAA domain/Adenylate kinase/Adenylate kinase, active site lid, putative	690
LAMA_000730500	LAMA_000730500.1	lactate/malate dehydrogenase, NAD binding domain/lactate/malate dehydrogenase, alpha/beta C-terminal domain containing protein, putative	1029
LAMA_000730600	LAMA_000730600.1	lactate/malate dehydrogenase, NAD binding domain/lactate/malate dehydrogenase, alpha/beta C-terminal domain containing protein, putative	951
LAMA_000730700	LAMA_000730700.1	lactate/malate dehydrogenase, NAD binding domain/lactate/malate dehydrogenase, alpha/beta C-terminal domain containing protein, putative	996
LAMA_000730800	LAMA_000730800.1	lactate/malate dehydrogenase, NAD binding domain/lactate/malate dehydrogenase, alpha/beta C-terminal domain containing protein, putative	978
LAMA_000730900	LAMA_000730900.1	Nucleolar protein 12 25kDa, putative	999
LAMA_000731000	LAMA_000731000.1	hypothetical protein, conserved	1866
LAMA_000731100	LAMA_000731100.1	hypothetical protein, conserved	2304
LAMA_000731200	LAMA_000731200.1	Domain of unknown function DUF1935, putative	1476
LAMA_000731300:pseudogene	LAMA_000731300.1	Domain of unknown function DUF1935, putative	1572
